state,electorate,site_id,latitude,longitude,legs,description,layout_1,layout_1_enter,layout_2,layout_2_enter,layout_3,layout_3_enter,layout_4,layout_4_enter,layout_5,layout_5_enter,layout_6,layout_6_enter,leg1-2,leg1-3,leg1-4,leg1-5,leg1-6,leg2-1,leg2-3,leg2-4,leg2-5,leg2-6,leg3-1,leg3-2,leg3-4,leg3-5,leg3-6,leg4-1,leg4-2,leg4-3,leg4-5,leg4-6,leg5-1,leg5-2,leg5-3,leg5-4,leg5-6,leg6-1,leg6-2,leg6-3,leg6-4,leg6-5,leg1_enter,leg1_exit,leg1_total,leg2_enter,leg2_exit,leg2_total,leg3_enter,leg3_exit,leg3_total,leg4_enter,leg4_exit,leg4_total,leg5_enter,leg5_exit,leg5_total,leg6_enter,leg6_exit,leg6_total,female,male,not known,total,year,7:00 AM,7:15 AM,7:30 AM,7:45 AM,8:00 AM,8:15 AM,8:30 AM,8:45 AM,location,geolocation
VIC,Melbourne,4446,-37.823105,144.977808,2,"Upstream direction [SE], Capital City Trail [NW]",143,323,323,143,,,,,,,,,806,,,,,39,,,,,,,,,,,,,,,,,,,,,,,,,806,39,845,39,806,845,,,,,,,,,,,,,,,845,845,2010,,,,,,,,,POINT (144.977808 -37.823105),"-37.823105, 144.977808"
VIC,Melbourne,4448,-37.823795,144.947479,3,"Capital City Trail [E], Path to marina [S], Webb Bridge [N]",100,280,190,10,345,165,,,,,,,31,47,,,,7,39,,,,80,109,,,,,,,,,,,,,,,,,,,78,87,165,46,140,186,189,86,275,,,,,,,,,,,,313,313,2010,,,,,,,,,POINT (144.947479 -37.823795000000004),"-37.823795, 144.947479"
VIC,Melbourne,4408,-37.795096,144.935852,4,"Upstream direction [N], Macaulay Rd [E], Moonee Ponds Crk Trail [S], Macaulay Rd [W]",7,187,98,278,180,360,278,98,,,,,5,327,2,,,2,5,12,,,40,1,3,,,4,155,55,,,,,,,,,,,,,334,46,380,19,161,180,44,387,431,214,17,231,,,,,,,,,611,611,2011,,,,,,,,,POINT (144.935852 -37.795096),"-37.795096, 144.935852"
VIC,Melbourne,4411,-37.796627,144.951172,4,"Gatehouse St [NE], Flemington Rd [SE], Harker St [SW], Flemington Rd [NW]",45,225,135,315,225,45,315,135,,,,,6,16,11,,,11,2,25,,,22,8,6,,,15,309,4,,,,,,,,,,,,,33,48,81,38,323,361,36,22,58,328,42,370,,,,,,,,,435,435,2010,,,,,,,,,POINT (144.951172 -37.796627),"-37.796627, 144.951172"
VIC,Melbourne,4440,-37.81992,144.96138,4,"Banana Alley [E], Queensbridge St [S], William St [W], Market St [N]",70,250,180,360,250,70,350,170,,,,,24,19,83,,,7,123,183,,,11,32,3,,,4,52,2,,,,,,,,,,,,,126,22,148,313,108,421,46,144,190,58,269,327,,,,,,,,,543,543,2010,,,,,,,,,POINT (144.96138 -37.81992),"-37.81992, 144.96138"
VIC,Melbourne,4439,-37.819073,144.954158,4,"Collins St towards Collins St [E], Spencer St [S], Collins St [W], Spencer St [N]",70,250,160,340,250,70,340,160,,,,,12,55,4,,,16,13,85,,,89,29,2,,,6,66,12,,,,,,,,,,,,,71,111,182,114,107,221,120,80,200,84,91,175,,,,,,,,,389,389,2013,,,,,,,,,POINT (144.954158 -37.819073),"-37.819073, 144.954158"
VIC,Melbourne,4399,-37.787979,144.959,2,"Royal Pde/shared path [N], Royal Pde/shared path [S]",5,185,186,6,,,,,,,,,959,,,,,58,,,,,,,,,,,,,,,,,,,,,,,,,959,58,1017,58,959,1017,,,,,,,,,,,,,,,1017,1017,2010,,,,,,,,,POINT (144.959 -37.787979),"-37.787979, 144.959"
VIC,Melbourne,4416,-37.808155,144.968765,4,"Exhibition St [N], La Trobe St [E], Exhibition St [S], La Trobe St [W]",6,186,70,250,160,340,250,70,,,,,4,405,160,,,3,1,114,,,26,1,10,,,5,18,30,,,,,,,,,,,,,569,34,603,118,23,141,37,436,473,53,284,337,,,,,,,,,777,777,2010,,,,,,,,,POINT (144.968765 -37.808155),"-37.808155, 144.968765"
VIC,Melbourne,4429,-37.812531,144.953873,4,"La Trobe [E], King St (city) [S], La Trobe St [W], King St [N]",70,250,160,340,250,70,340,160,,,,,7,61,5,,,2,1,4,,,171,16,0,,,9,32,2,,,,,,,,,,,,,73,182,255,7,55,62,187,64,251,43,9,52,,,,,,,,,310,310,2011,,,,,,,,,POINT (144.953873 -37.812531),"-37.812531, 144.953873"
VIC,Melbourne,4431,-37.813323,144.973964,4,"MacArthur St dogleg [NE], Spring St [S], Collins St [W], Spring St [N]",23,203,160,340,250,70,340,160,,,,,88,341,1,,,3,2,45,,,29,3,7,,,1,99,15,,,,,,,,,,,,,430,33,463,50,190,240,39,358,397,115,53,168,,,,,,,,,634,634,2011,,,,,,,,,POINT (144.973964 -37.813323),"-37.813323, 144.973964"
VIC,Melbourne,4436,-37.817448,144.967438,4,"Flinders St [E], Swanston St [S], Flinders St [W], Swanston St [N]",70,250,160,340,250,70,340,160,,,,,70,56,11,,,117,60,756,,,19,22,13,,,10,376,0,,,,,,,,,,,,,137,146,283,933,468,1401,54,116,170,386,780,1166,,,,,,,,,1510,1510,2011,,,,,,,,,POINT (144.967438 -37.817448),"-37.817448, 144.967438"
VIC,Melbourne,4413,-37.800289,144.943954,4,"Arden St towards Curzon St [E], Drvyburgh St [S], Arden St [W], Macaulay Rd [NW]",98,278,188,8,278,98,320,140,,,,,2,20,3,,,3,4,11,,,170,9,0,,,89,46,5,,,,,,,,,,,,,25,262,287,18,57,75,179,29,208,140,14,154,,,,,,,,,362,362,2012,,,,,,,,,POINT (144.943954 -37.800289),"-37.800289, 144.943954"
VIC,Melbourne,4416,-37.808155,144.968765,4,"Exhibition St [N], La Trobe St [E], Exhibition St [S], La Trobe St [W]",6,186,70,250,160,340,250,70,,,,,1,427,180,,,0,6,76,,,24,1,17,,,2,12,33,,,,,,,,,,,,,608,26,634,82,14,96,42,466,508,47,273,320,,,,,,,,,779,779,2012,,,,,,,,,POINT (144.968765 -37.808155),"-37.808155, 144.968765"
VIC,Melbourne,4436,-37.817448,144.967438,4,"Flinders St [E], Swanston St [S], Flinders St [W], Swanston St [N]",70,250,160,340,250,70,340,160,,,,,90,56,5,,,145,73,609,,,22,73,5,,,6,272,3,,,,,,,,,,,,,151,173,324,827,435,1262,100,132,232,281,619,900,,,,,,,,,1359,1359,2012,,,,,,,,,POINT (144.967438 -37.817448),"-37.817448, 144.967438"
VIC,Melbourne,4440,-37.81992,144.96138,4,"Banana Alley [E], Queensbridge St [S], William St [W], Market St [N]",70,250,180,360,250,70,350,170,,,,,56,20,219,,,18,110,155,,,4,51,3,,,6,55,1,,,,,,,,,,,,,295,28,323,283,162,445,58,131,189,62,377,439,,,,,,,,,698,698,2012,,,,,,,,,POINT (144.96138 -37.81992),"-37.81992, 144.96138"
VIC,Melbourne,4445,-37.823025,144.97644,2,"Upstream direction [SE], Capital City Trail [NW]",143,323,323,143,,,,,,,,,528,,,,,125,,,,,,,,,,,,,,,,,,,,,,,,,528,125,653,125,528,653,,,,,,,,,,,,,,,653,653,2012,,,,,,,,,POINT (144.97644 -37.823025),"-37.823025, 144.97644"
VIC,Melbourne,4450,-37.825213,144.957006,5,"Whiteman St [NE], Clarendon St [S], Whiteman St [SW], Normanby Rd/Trail [SW], Clarendon St [N]",50,230,160,340,213,33,236,56,340,160,,,0,,8,3,,2,,2,81,,,,,,,11,1,,372,,4,45,,76,,,,,,,11,17,28,85,46,131,,,,384,86,470,125,456,581,,,,,,605,605,2012,,,,,,,,,POINT (144.957006 -37.825213),"-37.825213, 144.957006"
VIC,Melbourne,4399,-37.787979,144.959,2,"Royal Pde/shared path [N], Royal Pde/shared path [S]",5,185,186,6,,,,,,,,,1290,,,,,65,,,,,,,,,,,,,,,,,,,,,,,,,1290,65,1355,65,1290,1355,,,,,,,,,,,,,,,1355,1355,2013,,,,,,,,,POINT (144.959 -37.787979),"-37.787979, 144.959"
VIC,Melbourne,4412,-37.799747,144.957474,4,"Royal Pde [N], Grattan St [E], Royal Pde (city) [S], Grattan St [W]",6,186,98,278,185,5,278,98,,,,,97,794,52,,,20,5,82,,,29,7,5,,,38,166,4,,,,,,,,,,,,,943,87,1030,107,270,377,41,803,844,208,139,347,,,,,,,,,1299,1299,2013,,,,,,,,,POINT (144.957474 -37.799747),"-37.799747, 144.957474"
VIC,Melbourne,4413,-37.800289,144.943954,4,"Arden St towards Curzon St [E], Drvyburgh St [S], Arden St [W], Macaulay Rd [NW]",98,278,188,8,278,98,320,140,,,,,1,22,8,,,3,0,9,,,212,10,3,,,107,60,5,,,,,,,,,,,,,31,322,353,12,71,83,225,27,252,172,20,192,,,,,,,,,440,440,2013,,,,,,,,,POINT (144.943954 -37.800289),"-37.800289, 144.943954"
VIC,Melbourne,4433,-37.815089,144.944713,3,"La Trobe [E], Capital City Trail/Harbour Esp [S], Capital City Trail/Harbour Esp [N]",70,250,161,341,341,161,,,,,,,72,21,,,,66,149,,,,241,1020,,,,,,,,,,,,,,,,,,,93,307,400,215,1092,1307,1261,170,1431,,,,,,,,,,,,1569,1569,2013,,,,,,,,,POINT (144.944713 -37.815089),"-37.815089, 144.944713"
VIC,Melbourne,4440,-37.81992,144.96138,4,"Banana Alley [E], Queensbridge St [S], William St [W], Market St [N]",70,250,180,360,250,70,350,170,,,,,72,226,40,,,25,34,106,,,16,17,8,,,2,38,2,,,,,,,,,,,,,338,43,381,165,127,292,41,262,303,42,154,196,,,,,,,,,586,586,2013,,,,,,,,,POINT (144.96138 -37.81992),"-37.81992, 144.96138"
VIC,Melbourne,4442,-37.821009,144.947427,4,"Collins St (city) [E], Harbour Esp [S], Collins St [W], Harbour Esp [N]",70,250,168,348,250,70,345,165,,,,,24,19,9,,,29,2,201,,,9,2,3,,,139,575,13,,,,,,,,,,,,,52,177,229,232,601,833,14,34,48,727,213,940,,,,,,,,,1025,1025,2013,,,,,,,,,POINT (144.947427 -37.821009),"-37.821009, 144.947427"
VIC,Melbourne,4447,-37.823317,144.970126,4,"Linlithgow Ave [E], St Kilda Rd [S], Southbank Blvd [W], St Kilda Rd [N]",70,250,160,340,250,70,340,160,,,,,18,109,37,,,11,34,542,,,21,4,54,,,14,545,74,,,,,,,,,,,,,164,46,210,587,567,1154,79,217,296,633,633,1266,,,,,,,,,1463,1463,2013,,,,,,,,,POINT (144.970126 -37.823317),"-37.823317, 144.970126"
VIC,Melbourne,4407,-37.79454,144.930987,4,"Macaulay Rd - east end [E], Eastwood St [S], Macaulay Rd [W], Eastwood St/Rankins Rd [N]",98,278,161,341,278,98,350,170,,,,,0,10,6,,,0,2,2,,,99,3,5,,,72,17,2,,,,,,,,,,,,,16,171,187,4,20,24,107,14,121,91,13,104,,,,,,,0,0,218,218,2014,,,,,,,,,POINT (144.93098700000002 -37.79454),"-37.79454, 144.930987"
VIC,Melbourne,4418,-37.809248,144.972971,4,"Nicholson St [N], Albert St [E], Nicholson St [S], Lonsdale St [W]",8,188,98,278,188,8,250,70,,,,,24,143,10,,,20,35,149,,,34,10,1,,,6,23,2,,,,,,,,,,,,,177,60,237,204,57,261,45,180,225,31,160,191,,,,,,,149,308,0,457,2014,,,,,,,,,POINT (144.972971 -37.809248),"-37.809248, 144.972971"
VIC,Melbourne,4425,-37.811039,144.958847,4,"La Trobe towards Exhibition St [E], Queen St [S], La Trobe St [W], Queen St [N]",70,250,160,340,250,70,340,160,,,,,61,281,23,,,1,9,19,,,201,31,11,,,4,81,6,,,,,,,,,,,,,365,206,571,29,173,202,243,296,539,91,53,144,,,,,,,0,0,728,728,2014,,,,,,,,,POINT (144.958847 -37.811039),"-37.811039, 144.958847"
VIC,Melbourne,4442,-37.821009,144.947427,4,"Collins St (city) [E], Harbour Esp [S], Collins St [W], Harbour Esp [N]",70,250,168,348,250,70,345,165,,,,,19,14,5,,,22,1,222,,,0,1,0,,,135,540,5,,,,,,,,,,,,,38,157,195,245,560,805,1,20,21,680,227,907,,,,,,,0,0,964,964,2014,,,,,,,,,POINT (144.947427 -37.821009),"-37.821009, 144.947427"
VIC,Melbourne,4399,-37.787979,144.959,2,"Royal Pde/shared path [N], Royal Pde/shared path [S]",5,185,186,6,,,,,,,,,1098,,,,,70,,,,,,,,,,,,,,,,,,,,,,,,,1098,70,1168,70,1098,1168,,,,,,,,,,,,,452,715,1,1168,2015,60,88,114,181,193,141,277,114,POINT (144.959 -37.787979),"-37.787979, 144.959"
VIC,Melbourne,4423,-37.810334,144.961361,4,"La Trobe towards Exhibition St [E], Elizabeth St [S], La Trobe St [W], Elizabeth St [N]",70,250,160,340,250,70,340,160,,,,,51,354,10,,,7,16,72,,,177,25,8,,,11,214,11,,,,,,,,,,,,,415,195,610,95,290,385,210,381,591,236,90,326,,,,,,,263,693,0,956,2015,51,68,90,116,148,173,160,150,POINT (144.961361 -37.810334),"-37.810334, 144.961361"
VIC,Melbourne,4429,-37.812531,144.953873,4,"La Trobe [E], King St (city) [S], La Trobe St [W], King St [N]",70,250,160,340,250,70,340,160,,,,,13,202,7,,,8,1,8,,,256,15,1,,,10,29,7,,,,,,,,,,,,,222,274,496,17,57,74,272,210,482,46,16,62,,,,,,,61,495,1,557,2015,36,33,66,64,89,98,108,63,POINT (144.953873 -37.812531),"-37.812531, 144.953873"
VIC,Melbourne,4445,-37.823025,144.97644,2,"Upstream direction [SE], Capital City Trail [NW]",143,323,323,143,,,,,,,,,836,,,,,162,,,,,,,,,,,,,,,,,,,,,,,,,836,162,998,162,836,998,,,,,,,,,,,,,242,754,2,998,2015,70,119,122,161,148,153,135,90,POINT (144.97644 -37.823025),"-37.823025, 144.97644"
VIC,Melbourne,4984,-37.788788,144.936034,4,"Carpark entrance opposite Stubbs St [N], Racecourse Rd [E], Stubbs St [S], Racecourse Rd [W]",7,187,98,278,189,9,278,98,,,,,0,2,1,,,0,3,39,,,0,9,0,,,0,122,2,,,,,,,,,,,,,3,0,3,42,131,173,9,7,16,124,40,164,,,,,,,52,125,1,178,2015,17,9,16,24,39,21,26,26,POINT (144.936034 -37.788788),"-37.788788, 144.936034"
VIC,Melbourne,4985,-37.787695,144.925278,4,"Clarence St [N], Racecourse Rd [E], Smithfield Rd [SW], Racecourse Rd [W]",8,188,98,278,233,53,277,97,,,,,1,1,1,,,1,24,4,,,0,19,2,,,0,51,0,,,,,,,,,,,,,3,1,4,29,71,100,21,25,46,51,7,58,,,,,,,20,82,2,104,2015,16,5,11,14,11,17,21,9,POINT (144.925278 -37.787695),"-37.787695, 144.925278"
VIC,Melbourne,4412,-37.799747,144.957474,4,"Royal Pde [N], Grattan St [E], Royal Pde (city) [S], Grattan St [W]",6,186,98,278,185,5,278,98,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,433,758,1,1192,2016,55,74,112,147,156,166,253,229,POINT (144.957474 -37.799747),"-37.799747, 144.957474"
VIC,Melbourne,4416,-37.808155,144.968765,4,"Exhibition St [N], La Trobe St [E], Exhibition St [S], La Trobe St [W]",6,186,70,250,160,340,250,70,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,364,853,23,1240,2016,43,76,106,144,199,241,227,204,POINT (144.968765 -37.808155),"-37.808155, 144.968765"
VIC,Melbourne,4429,-37.812531,144.953873,4,"La Trobe [E], King St (city) [S], La Trobe St [W], King St [N]",70,250,160,340,250,70,340,160,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,156,525,0,681,2016,44,64,60,89,109,115,95,105,POINT (144.953873 -37.812531),"-37.812531, 144.953873"
VIC,Melbourne,4434,-37.815277,144.974854,3,"Wellington Pde [E], Flinders St [W], Spring St [N]",98,278,250,70,340,160,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,73,170,0,243,2016,8,17,26,34,40,32,47,39,POINT (144.974854 -37.815277),"-37.815277, 144.974854"
VIC,Melbourne,4438,-37.818619,144.970248,3,"Princes Walk [E], Low Path to river bank [SW], High Path to Swanston St [W]",85,265,245,65,278,98,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,260,869,1,1130,2016,74,86,135,167,185,191,178,114,POINT (144.970248 -37.818619),"-37.818619, 144.970248"
VIC,Melbourne,4441,-37.820346,144.957546,4,"Flinders St towards Spring St [E], King St [S], Flinders St [W], King St [N]",70,250,160,340,250,70,340,160,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,39,119,0,158,2016,14,14,16,16,30,28,24,16,POINT (144.957546 -37.820346),"-37.820346, 144.957546"
VIC,Melbourne,4454,-37.78757,144.939982,5,"Capital City Trail Ramp [NE], Flemington Rd [SE], Capital City Trail [SW], Mt Alexander Rd [N]",64,244,138,318,235,55,340,160,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,273,592,4,869,2016,80,65,98,143,170,99,111,103,POINT (144.939982 -37.78757),"-37.78757, 144.939982"
VIC,Melbourne,4422,-37.80994,144.935898,4,"Upstream direction [N], Capital City Trail [E], Pearl River Rd [S], Footscray Rd bridge [W]",8,188,108,288,188,8,283,103,,,,,604,119,13,,,33,1,47,,,0,0,0,,,16,721,105,,,,,,,,,,,,,736,49,785,81,1325,1406,0,225,225,842,60,902,,,,,,,374,1260,25,1659,2017,113,163,186,229,259,293,238,178,POINT (144.935898 -37.80994),"-37.80994, 144.935898"
VIC,Melbourne,4425,-37.811039,144.958847,4,"La Trobe towards Exhibition St [E], Queen St [S], La Trobe St [W], Queen St [N]",70,250,160,340,250,70,340,160,,,,,62,354,14,,,2,2,5,,,193,15,2,,,2,62,5,,,,,,,,,,,,,430,197,627,9,139,148,210,361,571,69,21,90,,,,,,,186,532,0,718,2017,35,52,41,88,126,122,128,126,POINT (144.958847 -37.811039),"-37.811039, 144.958847"
VIC,Melbourne,4426,-37.811378,144.973053,3,"Spring St [S], Bourke St [W], Spring St [N]",160,340,250,70,340,160,,,,,,,6,38,,,,11,15,,,,131,87,,,,,,,,,,,,,,,,,,,44,142,186,26,93,119,218,53,271,,,,,,,,,,87,196,5,288,2017,16,20,16,31,38,42,61,64,POINT (144.973053 -37.811378),"-37.811378, 144.973053"
VIC,Melbourne,4433,-37.815089,144.944713,3,"La Trobe [E], Capital City Trail/Harbour Esp [S], Capital City Trail/Harbour Esp [N]",70,250,161,341,341,161,,,,,,,87,13,,,,65,112,,,,311,1094,,,,,,,,,,,,,,,,,,,100,376,476,177,1181,1358,1405,125,1530,,,,,,,,,,375,1307,0,1682,2017,123,159,187,203,257,336,272,145,POINT (144.944713 -37.815089),"-37.815089, 144.944713"
VIC,Melbourne,4431,-37.813323,144.973964,4,"MacArthur St dogleg [NE], Spring St [S], Collins St [W], Spring St [N]",23,203,160,340,250,70,340,160,,,,,70,363,4,,,7,14,64,,,47,5,18,,,3,99,15,,,,,,,,,,,,,437,57,494,85,174,259,70,392,462,117,86,203,,,,,,,166,543,0,709,2015,66,67,51,82,100,101,119,123,POINT (144.973964 -37.813323),"-37.813323, 144.973964"
VIC,Melbourne,4406,-37.794117,144.927689,4,"McCracken St [N], Macaulay Rd [E], Kensington Rd [SW], Epsom [NW]",0,180,98,278,233,53,323,143,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,25,85,0,110,2016,12,3,12,17,11,18,20,17,POINT (144.927689 -37.79411700000001),"-37.794117, 144.927689"
VIC,Melbourne,4407,-37.79454,144.930987,4,"Macaulay Rd - east end [E], Eastwood St [S], Macaulay Rd [W], Eastwood St/Rankins Rd [N]",98,278,161,341,278,98,350,170,,,,,1,11,0,,,0,0,0,,,142,4,1,,,65,21,2,,,,,,,,,,,,,12,207,219,0,26,26,147,13,160,88,1,89,,,,,,,75,172,0,247,2017,14,28,29,31,33,39,39,34,POINT (144.93098700000002 -37.79454),"-37.79454, 144.930987"
VIC,Melbourne,4448,-37.823795,144.947479,3,"Capital City Trail [E], Path to marina [S], Webb Bridge [N]",100,280,190,10,345,165,,,,,,,81,85,,,,39,35,,,,94,139,,,,,,,,,,,,,,,,,,,166,133,299,74,220,294,233,120,353,,,,,,,,,,93,375,5,473,2017,26,37,46,73,74,69,68,80,POINT (144.947479 -37.823795000000004),"-37.823795, 144.947479"
VIC,Melbourne,4422,-37.80994,144.935898,4,"Upstream direction [N], Capital City Trail [E], Pearl River Rd [S], Footscray Rd bridge [W]",8,188,108,288,188,8,283,103,,,,,339,33,15,,,44,2,44,,,1,0,1,,,29,551,24,,,,,,,,,,,,,387,74,461,90,890,980,2,59,61,604,60,664,,,,,,,,,1083,1083,2010,,,,,,,,,POINT (144.935898 -37.80994),"-37.80994, 144.935898"
VIC,Melbourne,4423,-37.810334,144.961361,4,"La Trobe towards Exhibition St [E], Elizabeth St [S], La Trobe St [W], Elizabeth St [N]",70,250,160,340,250,70,340,160,,,,,34,172,6,,,6,6,39,,,99,4,1,,,5,234,15,,,,,,,,,,,,,212,110,322,51,272,323,104,193,297,254,46,300,,,,,,,,,621,621,2010,,,,,,,,,POINT (144.961361 -37.810334),"-37.810334, 144.961361"
VIC,Melbourne,4434,-37.815277,144.974854,3,"Wellington Pde [E], Flinders St [W], Spring St [N]",98,278,250,70,340,160,,,,,,,47,41,,,,14,109,,,,9,43,,,,,,,,,,,,,,,,,,,88,23,111,123,90,213,52,150,202,,,,,,,,,,,,263,263,2012,,,,,,,,,POINT (144.974854 -37.815277),"-37.815277, 144.974854"
VIC,Melbourne,4434,-37.815277,144.974854,3,"Wellington Pde [E], Flinders St [W], Spring St [N]",98,278,250,70,340,160,,,,,,,61,44,,,,31,133,,,,8,49,,,,,,,,,,,,,,,,,,,105,39,144,164,110,274,57,177,234,,,,,,,,,,,,326,326,2010,,,,,,,,,POINT (144.974854 -37.815277),"-37.815277, 144.974854"
VIC,Melbourne,4436,-37.817448,144.967438,4,"Flinders St [E], Swanston St [S], Flinders St [W], Swanston St [N]",70,250,160,340,250,70,340,160,,,,,111,146,148,,,134,41,744,,,16,22,8,,,79,401,5,,,,,,,,,,,,,405,229,634,919,534,1453,46,192,238,485,900,1385,,,,,,,,,1855,1855,2010,,,,,,,,,POINT (144.967438 -37.817448),"-37.817448, 144.967438"
VIC,Melbourne,4437,-37.818424,144.973917,3,"The footbridge [E], William Barak Footbridge [SE], Path to Swanston St [W]",86,266,113,293,267,87,,,,,,,17,141,,,,0,31,,,,14,11,,,,,,,,,,,,,,,,,,,158,14,172,31,28,59,25,172,197,,,,,,,,,,,,214,214,2010,,,,,,,,,POINT (144.973917 -37.818424),"-37.818424, 144.973917"
VIC,Melbourne,4426,-37.811378,144.973053,3,"Spring St [S], Bourke St [W], Spring St [N]",160,340,250,70,340,160,,,,,,,4,46,,,,7,17,,,,139,65,,,,,,,,,,,,,,,,,,,50,146,196,24,69,93,204,63,267,,,,,,,,,,,,278,278,2011,,,,,,,,,POINT (144.973053 -37.811378),"-37.811378, 144.973053"
